FL_DATE,AIRLINE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,CRS_ARR_TIME,CANCELLED,CRS_ELAPSED_TIME,DISTANCE,ORIGIN_CITY_MAXTEMP_C,ORIGIN_CITY_MINTEMP_C,ORIGIN_CITY_AVGTEMP_C,ORIGIN_CITY_MAXWIND_KPH,ORIGIN_CITY_TOTALPRECIP_MM,ORIGIN_CITY_AVGVIS_KM,ORIGIN_CITY_AVGHUMIDITY,ORIGIN_CITY_TEXT,ORIGIN_CITY_DAILY_CHANCE_OF_RAIN,ORIGIN_CITY_DAILY_CHANCE_OF_SNOW,DEST_CITY_MAXTEMP_C,DEST_CITY_MINTEMP_C,DEST_CITY_AVGTEMP_C,DEST_CITY_MAXWIND_KPH,DEST_CITY_TOTALPRECIP_MM,DEST_CITY_AVGVIS_KM,DEST_CITY_AVGHUMIDITY,DEST_CITY_TEXT,DEST_CITY_DAILY_CHANCE_OF_RAIN,DEST_CITY_DAILY_CHANCE_OF_SNOW
2023-08-07,American Airlines Inc.,19805,1782,MCO,"Orlando, FL",CLT,"Charlotte, NC",1816,2005,0.0,109.0,468.0,35.7,26.6,30.7,16.2,1.0,10.0,64,Heavy rain at times,100,0,34.9,21.8,26.3,27.9,21.35,6.9,79,Moderate rain at times,100,0
2023-08-01,JetBlue Airways,20409,1527,EWR,"Newark, NJ",MCO,"Orlando, FL",1531,1835,0.0,184.0,937.0,27.6,18.0,22.7,15.5,0.0,10.0,47,Cloudy,0,0,34.9,24.8,28.6,11.2,51.0,9.5,73,Moderate or heavy rain shower,100,0
2023-07-17,Southwest Airlines Co.,19393,2752,STL,"St. Louis, MO",AUS,"Austin, TX",1010,1205,0.0,115.0,721.0,33.5,25.1,28.1,23.0,0.0,10.0,66,Overcast,0,0,41.6,25.3,33.5,22.3,0.0,10.0,44,Partly cloudy,0,0
2023-05-11,Southwest Airlines Co.,19393,5294,BLI,"Bellingham, WA",LAS,"Las Vegas, NV",1350,1620,0.0,150.0,954.0,17.6,7.7,12.7,12.2,0.0,10.0,72,Overcast,0,0,31.3,14.6,23.1,11.2,0.0,10.0,22,Sunny,0,0
2023-07-25,Southwest Airlines Co.,19393,539,SLC,"Salt Lake City, UT",MDW,"Chicago, IL",1425,1825,0.0,180.0,1259.0,36.1,21.0,28.8,17.6,0.1,10.0,37,Patchy rain possible,100,0,29.2,20.8,25.7,19.1,0.0,10.0,64,Partly cloudy,0,0
2023-07-22,Alaska Airlines Inc.,19930,1202,SEA,"Seattle, WA",SNA,"Santa Ana, CA",1540,1825,0.0,165.0,978.0,28.4,14.4,20.9,13.0,0.0,10.0,65,Cloudy,0,0,32.4,19.1,25.8,14.4,0.0,10.0,48,Overcast,0,0
2023-05-30,Southwest Airlines Co.,19393,2348,DEN,"Denver, CO",ELP,"El Paso, TX",2200,2345,0.0,105.0,563.0,27.7,11.2,18.6,21.2,1.0,9.7,38,Moderate rain at times,100,0,34.0,19.9,27.6,19.8,0.0,10.0,15,Overcast,0,0
2023-07-08,SkyWest Airlines Inc.,20304,4143,LAX,"Los Angeles, CA",SJC,"San Jose, CA",2030,2144,0.0,74.0,308.0,26.9,15.0,20.4,17.3,0.0,10.0,65,Cloudy,0,0,23.1,11.1,15.5,19.9,0.0,10.0,70,Overcast,0,0
2023-05-16,SkyWest Airlines Inc.,20304,4993,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",1116,1328,0.0,132.0,603.0,28.2,18.3,22.5,22.0,3.5,7.3,85,Heavy rain at times,100,0,27.3,17.7,21.8,16.6,0.3,10.0,69,Patchy rain possible,100,0
2023-06-19,Alaska Airlines Inc.,19930,350,SEA,"Seattle, WA",DAL,"Dallas, TX",1755,2359,0.0,244.0,1670.0,17.5,6.8,11.4,10.8,1.7,5.9,79,Patchy rain possible,100,0,36.5,23.2,30.0,14.0,0.0,9.8,56,Cloudy,0,0
2023-08-14,United Air Lines Inc.,19977,1376,GRR,"Grand Rapids, MI",IAH,"Houston, TX",625,809,0.0,164.0,1042.0,23.6,16.0,18.7,29.3,33.25,8.9,76,Heavy rain at times,100,0,40.5,26.9,32.5,22.7,0.0,10.0,61,Cloudy,0,0
2023-05-19,Endeavor Air Inc.,20363,5439,CHO,"Charlottesville, VA",LGA,"New York, NY",632,800,0.0,88.0,305.0,21.6,9.0,15.1,10.4,0.6,9.3,73,Patchy rain possible,100,0,20.6,11.1,15.1,24.8,0.0,10.0,57,Overcast,0,0
2023-07-27,Southwest Airlines Co.,19393,3076,STL,"St. Louis, MO",LIT,"Little Rock, AR",1020,1125,0.0,65.0,296.0,33.3,25.7,28.7,24.8,0.0,10.0,73,Partly cloudy,0,0,37.5,26.1,31.5,16.9,0.0,10.0,45,Cloudy,0,0
2023-07-09,United Air Lines Inc.,19977,1996,ORD,"Chicago, IL",SJU,"San Juan, PR",922,1509,0.0,287.0,2072.0,23.9,16.2,20.1,12.2,0.0,10.0,77,Overcast,0,0,31.8,25.7,27.5,25.9,7.1,9.8,78,Moderate or heavy rain shower,100,0
2023-07-08,United Air Lines Inc.,19977,500,IND,"Indianapolis, IN",SFO,"San Francisco, CA",736,918,0.0,282.0,1943.0,27.1,18.5,22.3,10.2,7.58,9.5,81,Moderate or heavy rain shower,100,0,20.3,10.8,14.5,26.3,0.0,10.0,82,Overcast,0,0
2023-07-31,Endeavor Air Inc.,20363,5040,LGA,"New York, NY",GSP,"Greer, SC",1455,1706,0.0,131.0,610.0,28.7,18.7,23.8,14.0,0.0,10.0,50,Overcast,0,0,34.0,20.0,26.1,12.6,0.0,10.0,71,Overcast,0,0
2023-08-09,Endeavor Air Inc.,20363,5032,LGA,"New York, NY",STL,"St. Louis, MO",1534,1739,0.0,185.0,888.0,30.0,19.7,24.6,22.7,0.0,10.0,51,Overcast,0,0,31.9,23.4,27.1,22.7,0.0,10.0,65,Partly cloudy,0,0
2023-06-10,Envoy Air,20398,4229,AUS,"Austin, TX",MSY,"New Orleans, LA",1947,2111,0.0,84.0,444.0,37.1,24.2,29.9,20.5,3.6,9.7,65,Patchy rain possible,100,0,34.3,23.2,28.0,17.0,2.0,10.0,63,Moderate or heavy rain shower,100,0
2023-06-20,Delta Air Lines Inc.,19790,1245,BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL",930,1249,0.0,199.0,1197.0,19.5,12.8,15.9,11.2,0.7,10.0,83,Patchy rain possible,100,0,29.2,27.0,27.6,50.4,0.0,10.0,85,Sunny,0,0
2023-08-12,American Airlines Inc.,19805,494,CLT,"Charlotte, NC",RDU,"Raleigh/Durham, NC",2306,1,0.0,55.0,130.0,34.5,20.5,27.3,9.8,0.0,8.1,68,Cloudy,0,0,24.2,20.6,21.7,7.9,12.4,7.5,97,Moderate or heavy rain shower,100,0
2023-05-21,Southwest Airlines Co.,19393,1009,DCA,"Washington, DC",TPA,"Tampa, FL",655,920,0.0,145.0,814.0,25.0,11.6,18.4,17.3,1.5,10.0,61,Partly cloudy,100,0,31.9,24.1,27.5,13.0,1.1,9.8,66,Patchy rain possible,100,0
2023-08-17,PSA Airlines Inc.,20397,5200,DCA,"Washington, DC",TYS,"Knoxville, TN",841,1049,0.0,128.0,437.0,32.4,20.6,26.4,17.6,0.3,10.0,67,Patchy rain possible,100,0,28.5,17.1,22.7,13.7,0.0,10.0,69,Overcast,0,0
2023-08-20,Southwest Airlines Co.,19393,2878,DEN,"Denver, CO",LAS,"Las Vegas, NV",1255,1345,0.0,110.0,628.0,34.4,16.5,25.7,22.0,0.0,10.0,29,Cloudy,0,0,23.9,18.1,21.2,15.2,21.75,8.5,83,Moderate or heavy rain shower,100,0
2023-06-18,American Airlines Inc.,19805,1896,MCO,"Orlando, FL",CLT,"Charlotte, NC",628,814,0.0,106.0,468.0,32.1,24.2,27.3,19.2,34.85,8.6,74,Moderate or heavy rain shower,100,0,32.8,17.5,24.7,9.4,0.0,9.9,54,Partly cloudy,0,0
2023-07-28,American Airlines Inc.,19805,2119,MCO,"Orlando, FL",ORD,"Chicago, IL",1337,1539,0.0,182.0,1005.0,32.0,23.6,27.5,19.4,3.4,9.9,72,Moderate or heavy rain shower,100,0,32.5,22.4,27.1,18.8,20.5,9.9,68,Moderate rain at times,100,0
2023-06-01,Envoy Air,20398,4216,BTR,"Baton Rouge, LA",DCA,"Washington, DC",542,920,0.0,158.0,985.0,31.3,19.1,25.1,15.8,0.0,10.0,72,Overcast,0,0,30.4,13.5,21.8,14.0,0.0,7.8,66,Overcast,0,0
2023-08-05,Southwest Airlines Co.,19393,2926,OAK,"Oakland, CA",DEN,"Denver, CO",755,1120,0.0,145.0,957.0,22.7,12.7,16.9,16.6,0.0,10.0,82,Overcast,0,0,28.5,16.1,21.8,19.4,1.6,10.0,45,Moderate rain at times,100,0
2023-08-13,United Air Lines Inc.,19977,2283,ORD,"Chicago, IL",MCI,"Kansas City, MO",2010,2147,0.0,97.0,403.0,25.4,19.1,22.6,18.4,1.4,10.0,70,Patchy rain possible,100,0,31.5,22.1,26.2,18.5,27.0,9.0,78,Moderate or heavy rain shower,100,0
2023-07-31,American Airlines Inc.,19805,1464,BWI,"Baltimore, MD",CLT,"Charlotte, NC",1703,1836,0.0,93.0,361.0,30.3,19.6,24.6,13.7,1.8,10.0,67,Patchy rain possible,100,0,33.8,23.5,27.7,10.8,0.1,9.5,62,Patchy rain possible,100,0
2023-05-23,United Air Lines Inc.,19977,1524,IAH,"Houston, TX",CHS,"Charleston, SC",1210,1536,0.0,146.0,925.0,32.2,20.9,26.2,13.3,0.0,9.9,63,Partly cloudy,0,0,24.5,20.6,22.3,28.8,0.3,10.0,69,Patchy rain possible,100,0
2023-06-15,Spirit Air Lines,20416,322,MCO,"Orlando, FL",ORD,"Chicago, IL",1701,1913,0.0,192.0,1005.0,35.7,25.2,30.1,23.4,1.3,9.8,60,Patchy rain possible,100,0,22.5,13.3,16.8,20.5,0.0,9.6,78,Overcast,0,0
2023-06-12,Southwest Airlines Co.,19393,2974,ONT,"Ontario, CA",LAS,"Las Vegas, NV",1330,1430,0.0,60.0,197.0,21.7,11.8,15.7,16.2,1.0,10.0,68,Patchy rain possible,100,0,29.4,16.2,22.5,15.0,0.5,10.0,36,Patchy rain possible,100,0
2023-08-12,Southwest Airlines Co.,19393,259,OAK,"Oakland, CA",ONT,"Ontario, CA",610,730,0.0,80.0,362.0,22.5,13.7,16.9,18.7,0.0,10.0,82,Overcast,0,0,30.9,16.8,23.3,18.0,0.0,10.0,57,Sunny,0,0
2023-07-19,Alaska Airlines Inc.,19930,351,IAD,"Washington, DC",SEA,"Seattle, WA",710,957,0.0,347.0,2306.0,31.0,20.5,25.6,9.4,4.95,10.0,69,Moderate or heavy rain shower,100,0,28.6,12.3,21.0,13.7,0.0,10.0,63,Overcast,0,0
2023-06-14,American Airlines Inc.,19805,2660,PHX,"Phoenix, AZ",PDX,"Portland, OR",1421,1705,0.0,164.0,1009.0,38.1,24.0,31.4,17.7,0.0,10.0,16,Sunny,0,0,19.2,9.9,13.7,17.6,0.0,10.0,61,Overcast,0,0
2023-05-11,Republic Airline,20452,3588,ORD,"Chicago, IL",CVG,"Cincinnati, OH",2115,2338,0.0,83.0,264.0,21.0,13.4,16.8,15.1,0.0,10.0,60,Partly cloudy,0,0,29.3,10.4,18.7,11.2,1.45,9.8,71,Overcast,100,0
2023-07-17,Spirit Air Lines,20416,3102,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",1047,1218,0.0,271.0,1947.0,33.8,20.9,28.1,10.8,0.0,10.0,42,Cloudy,0,0,33.6,20.2,25.7,15.5,0.0,10.0,52,Sunny,0,0
2023-08-22,Southwest Airlines Co.,19393,3116,IND,"Indianapolis, IN",HOU,"Houston, TX",1850,2015,0.0,145.0,861.0,32.5,22.4,27.4,11.5,0.0,10.0,75,Overcast,0,0,35.4,28.5,31.7,24.8,1.1,9.9,60,Patchy rain possible,100,0
2023-07-12,Southwest Airlines Co.,19393,1331,MCO,"Orlando, FL",CMH,"Columbus, OH",1620,1835,0.0,135.0,802.0,33.6,24.8,28.6,11.2,3.3,9.9,62,Moderate or heavy rain shower,100,0,31.2,19.6,24.6,16.9,2.35,10.0,67,Overcast,100,0
2023-08-27,United Air Lines Inc.,19977,798,DRO,"Durango, CO",DEN,"Denver, CO",739,856,0.0,77.0,251.0,27.0,11.4,19.5,24.8,0.0,10.0,53,Thundery outbreaks possible,0,0,28.9,14.7,22.3,13.3,0.2,9.9,53,Cloudy,100,0
2023-06-18,PSA Airlines Inc.,20397,5121,PWM,"Portland, ME",DCA,"Washington, DC",1211,1403,0.0,112.0,482.0,17.0,12.3,14.1,25.6,5.85,8.8,84,Patchy rain possible,100,0,31.9,15.0,23.4,11.5,0.0,10.0,42,Sunny,0,0
2023-06-15,Frontier Airlines Inc.,20436,498,DEN,"Denver, CO",GRR,"Grand Rapids, MI",1441,1912,0.0,151.0,1015.0,23.9,11.9,16.0,21.2,6.25,9.8,61,Moderate or heavy rain shower,100,0,24.4,11.0,16.9,25.2,0.5,9.9,71,Patchy rain possible,100,0
2023-05-13,American Airlines Inc.,19805,2068,CLT,"Charlotte, NC",LGA,"New York, NY",1433,1622,0.0,109.0,544.0,25.4,18.6,21.7,13.0,1.45,7.6,85,Heavy rain at times,100,0,24.8,18.8,21.6,14.8,0.0,10.0,55,Overcast,0,0
2023-08-07,Delta Air Lines Inc.,19790,1510,ATL,"Atlanta, GA",MIA,"Miami, FL",910,1104,0.0,114.0,594.0,34.8,22.3,27.9,23.8,8.85,9.5,65,Moderate or heavy rain shower,100,0,33.2,28.7,30.3,17.6,2.2,10.0,73,Moderate or heavy rain shower,100,0
2023-07-23,Southwest Airlines Co.,19393,3795,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1635,1815,0.0,280.0,2026.0,26.2,20.2,22.6,6.1,6.45,7.2,93,Moderate or heavy rain shower,100,0,43.7,27.7,35.9,20.5,0.4,10.0,13,Patchy rain possible,100,0
2023-05-29,United Air Lines Inc.,19977,1312,EWR,"Newark, NJ",SFO,"San Francisco, CA",830,1138,0.0,368.0,2565.0,25.6,14.9,20.1,25.9,0.0,10.0,44,Sunny,0,0,18.7,10.7,14.2,23.4,0.0,10.0,74,Cloudy,0,0
2023-08-21,Southwest Airlines Co.,19393,706,DAL,"Dallas, TX",ELP,"El Paso, TX",1745,1825,0.0,100.0,562.0,42.4,30.3,36.3,18.4,0.1,10.0,31,Patchy rain possible,100,0,36.4,21.6,29.4,34.6,0.1,10.0,29,Patchy rain possible,100,0
2023-07-09,Allegiant Air,20368,1497,IAD,"Washington, DC",AUS,"Austin, TX",2011,2221,0.0,190.0,1297.0,29.9,22.1,24.9,13.7,20.25,9.4,86,Moderate or heavy rain shower,100,0,39.2,25.5,32.0,25.2,0.0,10.0,56,Overcast,0,0
2023-05-26,American Airlines Inc.,19805,2073,PIT,"Pittsburgh, PA",DFW,"Dallas/Fort Worth, TX",530,736,0.0,186.0,1067.0,24.1,6.4,15.1,13.7,0.0,10.0,47,Sunny,0,0,30.1,19.4,24.5,15.5,0.0,10.0,57,Sunny,0,0
2023-05-31,Delta Air Lines Inc.,19790,724,BDL,"Hartford, CT",DTW,"Detroit, MI",945,1139,0.0,114.0,549.0,29.0,7.2,17.6,16.2,0.0,10.0,56,Sunny,0,0,29.4,17.9,23.3,15.1,0.0,10.0,57,Sunny,0,0
2023-08-31,United Air Lines Inc.,19977,218,HNL,"Honolulu, HI",ORD,"Chicago, IL",1715,618,0.0,483.0,4243.0,26.1,23.6,24.7,37.4,0.3,10.0,68,Patchy rain possible,100,0,23.1,16.2,19.9,15.1,0.0,10.0,53,Sunny,0,0
2023-08-30,United Air Lines Inc.,19977,201,HNL,"Honolulu, HI",GUM,"Guam, TT",1425,1810,0.0,465.0,3801.0,27.5,23.8,25.4,33.8,0.9,9.9,74,Patchy rain possible,100,0,33.2,26.4,28.9,14.8,4.0,9.9,78,Moderate or heavy rain with thunder,100,0
2023-06-09,Southwest Airlines Co.,19393,2993,MDW,"Chicago, IL",JAX,"Jacksonville, FL",1350,1705,0.0,135.0,849.0,21.2,13.5,17.4,15.5,0.0,10.0,53,Sunny,0,0,34.1,22.6,27.1,13.7,3.6,10.0,60,Heavy rain at times,100,0
2023-06-06,Southwest Airlines Co.,19393,3367,DEN,"Denver, CO",DSM,"Des Moines, IA",1955,2235,0.0,100.0,589.0,24.1,10.2,16.0,14.0,2.1,9.8,62,Heavy rain at times,100,0,30.3,14.6,22.7,10.8,1.2,9.9,68,Sunny,100,0
2023-06-08,Delta Air Lines Inc.,19790,972,DCA,"Washington, DC",ATL,"Atlanta, GA",659,850,0.0,111.0,547.0,25.3,13.6,19.5,13.7,0.0,10.0,43,Partly cloudy,0,0,30.0,18.5,23.8,21.2,0.1,10.0,48,Patchy rain possible,100,0
2023-07-18,Delta Air Lines Inc.,19790,1557,MSP,"Minneapolis, MN",IAH,"Houston, TX",1953,2243,0.0,170.0,1034.0,28.2,14.1,21.7,12.6,0.0,10.0,51,Overcast,0,0,38.7,25.6,31.9,24.5,0.0,10.0,59,Overcast,0,0
2023-05-24,JetBlue Airways,20409,1081,BOS,"Boston, MA",RIC,"Richmond, VA",815,1004,0.0,109.0,474.0,22.5,9.3,15.1,20.5,2.3,9.6,61,Partly cloudy,100,0,23.6,11.4,16.9,13.0,0.0,10.0,64,Overcast,0,0
2023-08-27,Southwest Airlines Co.,19393,4192,DEN,"Denver, CO",HOU,"Houston, TX",1340,1705,0.0,145.0,883.0,28.9,14.7,22.3,13.3,0.2,9.9,53,Cloudy,100,0,45.3,25.0,34.1,19.4,0.0,10.0,44,Partly cloudy,0,0
2023-07-05,United Air Lines Inc.,19977,519,LAS,"Las Vegas, NV",EWR,"Newark, NJ",948,1759,0.0,311.0,2227.0,40.3,22.8,32.4,20.4,0.0,10.0,7,Sunny,0,0,32.9,21.9,26.7,13.0,0.0,10.0,72,Overcast,0,0
2023-06-05,American Airlines Inc.,19805,1594,DFW,"Dallas/Fort Worth, TX",OKC,"Oklahoma City, OK",1643,1747,0.0,64.0,175.0,30.1,19.2,23.6,12.6,5.5,9.6,76,Patchy rain possible,100,0,29.4,16.5,22.7,15.9,2.2,9.8,73,Moderate rain at times,100,0
2023-06-07,Delta Air Lines Inc.,19790,960,JFK,"New York, NY",SAN,"San Diego, CA",830,1140,0.0,370.0,2446.0,24.6,14.3,19.6,23.0,0.0,10.0,40,Overcast,0,0,20.5,15.8,17.6,18.4,0.0,10.0,65,Cloudy,0,0
2023-08-17,SkyWest Airlines Inc.,20304,5411,DEN,"Denver, CO",ASE,"Aspen, CO",1600,1657,0.0,57.0,125.0,33.9,17.2,25.2,24.8,0.0,10.0,31,Sunny,0,0,27.3,8.3,17.5,10.1,1.3,10.0,52,Overcast,100,0
2023-06-27,Southwest Airlines Co.,19393,4255,LAS,"Las Vegas, NV",COS,"Colorado Springs, CO",2200,45,0.0,105.0,604.0,35.9,18.3,28.1,19.2,0.0,10.0,18,Sunny,0,0,29.3,11.4,21.6,28.1,0.0,10.0,30,Partly cloudy,0,0
2023-07-21,United Air Lines Inc.,19977,1200,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",1830,2014,0.0,104.0,337.0,22.8,11.9,16.8,15.1,0.0,10.0,89,Overcast,0,0,31.3,19.9,25.4,16.2,0.0,10.0,57,Partly cloudy,0,0
2023-07-19,Southwest Airlines Co.,19393,3042,LAS,"Las Vegas, NV",DAL,"Dallas, TX",1525,2010,0.0,165.0,1067.0,43.8,27.5,36.0,23.8,0.0,10.0,19,Sunny,0,0,41.4,27.8,35.2,27.4,0.0,10.0,31,Sunny,0,0
2023-08-21,Endeavor Air Inc.,20363,5207,ATL,"Atlanta, GA",SHV,"Shreveport, LA",2219,2308,0.0,109.0,551.0,36.0,23.7,29.6,11.9,0.0,10.0,50,Overcast,0,0,40.9,28.7,35.0,15.1,0.2,10.0,39,Patchy rain possible,100,0
2023-07-28,Allegiant Air,20368,1475,VPS,"Valparaiso, FL",OMA,"Omaha, NE",1601,1830,0.0,149.0,911.0,19.7,10.8,14.3,17.3,0.0,10.0,61,Cloudy,0,0,38.0,24.5,31.7,15.5,0.8,10.0,46,Moderate rain at times,100,0
2023-05-31,Frontier Airlines Inc.,20436,161,IAH,"Houston, TX",LAS,"Las Vegas, NV",2000,2117,0.0,197.0,1222.0,31.2,21.4,26.5,18.4,0.4,10.0,59,Patchy rain possible,100,0,31.1,16.6,23.8,20.2,0.2,10.0,23,Patchy rain possible,100,0
2023-07-26,Southwest Airlines Co.,19393,1169,OGG,"Kahului, HI",HNL,"Honolulu, HI",1625,1715,0.0,50.0,100.0,27.8,23.2,25.0,22.7,0.2,10.0,75,Patchy rain possible,100,0,29.4,23.3,25.6,28.4,0.3,10.0,73,Patchy rain possible,100,0
2023-08-25,PSA Airlines Inc.,20397,5334,DCA,"Washington, DC",BTV,"Burlington, VT",2206,2351,0.0,105.0,437.0,36.9,20.3,26.8,13.3,42.4,9.2,76,Torrential rain shower,100,0,18.2,14.8,16.2,15.8,5.8,8.0,91,Light rain shower,100,0
2023-06-11,SkyWest Airlines Inc.,20304,3719,ATL,"Atlanta, GA",LFT,"Lafayette, LA",1010,1059,0.0,109.0,503.0,27.6,20.3,23.2,19.4,14.1,9.8,70,Moderate or heavy rain shower,100,0,33.3,22.2,27.8,19.8,0.0,10.0,73,Cloudy,0,0
2023-07-21,Delta Air Lines Inc.,19790,2699,ATL,"Atlanta, GA",OKC,"Oklahoma City, OK",958,1105,0.0,127.0,761.0,34.1,23.4,27.3,21.5,17.35,9.5,73,Patchy rain possible,100,0,30.5,23.4,26.5,24.7,1.3,10.0,71,Moderate rain at times,100,0
2023-08-05,Delta Air Lines Inc.,19790,1639,SLC,"Salt Lake City, UT",EWR,"Newark, NJ",2335,608,0.0,273.0,1969.0,29.9,16.5,23.8,16.9,0.0,10.0,38,Sunny,0,0,30.0,18.9,24.6,12.2,0.0,10.0,58,Cloudy,0,0
2023-07-12,American Airlines Inc.,19805,2904,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",750,1323,0.0,213.0,1464.0,20.6,10.6,15.6,16.2,0.0,10.0,80,Overcast,0,0,42.1,27.4,34.3,24.8,0.0,10.0,44,Sunny,0,0
2023-07-11,Delta Air Lines Inc.,19790,2632,ATL,"Atlanta, GA",OMA,"Omaha, NE",835,957,0.0,142.0,821.0,31.9,20.8,26.6,13.3,0.0,10.0,53,Partly cloudy,0,0,33.1,20.1,26.1,15.8,7.4,8.3,72,Overcast,100,0
2023-06-12,Endeavor Air Inc.,20363,5014,LGA,"New York, NY",ILM,"Wilmington, NC",1536,1735,0.0,119.0,500.0,26.0,19.8,21.8,29.5,11.3,9.7,76,Patchy rain possible,100,0,29.8,20.7,24.8,24.8,10.9,9.7,76,Moderate or heavy rain shower,100,0
2023-06-25,SkyWest Airlines Inc.,20304,5131,RKS,"Rock Springs, WY",DEN,"Denver, CO",555,705,0.0,70.0,260.0,25.3,6.8,17.7,18.7,0.1,10.0,41,Patchy rain possible,100,0,27.5,9.9,19.7,14.4,0.0,10.0,51,Cloudy,0,0
2023-07-18,Delta Air Lines Inc.,19790,1388,AVL,"Asheville, NC",ATL,"Atlanta, GA",2009,2110,0.0,61.0,164.0,31.0,16.8,24.0,13.0,0.3,10.0,60,Patchy rain possible,100,0,35.0,21.7,28.7,13.7,0.0,10.0,39,Partly cloudy,0,0
2023-06-24,JetBlue Airways,20409,2701,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",630,931,0.0,181.0,1069.0,26.9,20.4,23.3,13.7,17.1,9.8,78,Moderate or heavy rain shower,100,0,31.8,27.0,28.7,23.0,10.25,9.6,74,Moderate or heavy rain shower,100,0
2023-06-04,Spirit Air Lines,20416,2517,RNO,"Reno, NV",LAS,"Las Vegas, NV",1925,2056,0.0,91.0,345.0,28.7,15.6,20.8,16.2,0.6,9.9,43,Patchy rain possible,100,0,36.3,21.4,29.6,16.5,0.0,10.0,13,Sunny,0,0
2023-07-19,United Air Lines Inc.,19977,584,ORD,"Chicago, IL",SAN,"San Diego, CA",1658,1915,0.0,257.0,1723.0,26.9,15.8,21.7,13.7,0.0,10.0,67,Overcast,0,0,29.6,18.7,23.1,15.5,0.0,10.0,67,Partly cloudy,0,0
2023-06-23,American Airlines Inc.,19805,1079,PHL,"Philadelphia, PA",PWM,"Portland, ME",2048,2213,0.0,85.0,364.0,26.4,17.5,21.6,15.8,29.7,7.7,89,Moderate or heavy rain shower,100,0,22.6,10.6,17.1,14.4,0.0,6.4,89,Overcast,0,0
2023-07-20,United Air Lines Inc.,19977,1501,IAH,"Houston, TX",LGA,"New York, NY",1830,2309,0.0,219.0,1416.0,38.2,26.2,31.4,23.4,0.0,10.0,60,Cloudy,0,0,29.4,20.3,25.0,16.2,0.2,10.0,65,Patchy rain possible,100,0
2023-06-04,SkyWest Airlines Inc.,20304,4759,BHM,"Birmingham, AL",DEN,"Denver, CO",812,1027,0.0,195.0,1083.0,32.3,19.3,24.2,14.0,0.3,9.2,63,Patchy rain possible,100,0,16.8,10.7,13.5,13.7,13.9,9.1,80,Moderate or heavy rain shower,100,0
2023-08-12,SkyWest Airlines Inc.,20304,5373,SFO,"San Francisco, CA",FAT,"Fresno, CA",1842,1943,0.0,61.0,158.0,21.9,13.7,16.7,19.4,0.0,10.0,82,Overcast,0,0,37.9,20.3,29.3,13.7,0.0,10.0,32,Overcast,0,0
2023-07-22,Republic Airline,20452,3537,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",645,821,0.0,96.0,319.0,27.2,14.6,20.9,10.8,0.5,10.0,69,Patchy rain possible,100,0,28.8,18.3,23.5,18.0,0.0,10.0,66,Overcast,0,0
2023-08-23,United Air Lines Inc.,19977,1162,BQN,"Aguadilla, PR",EWR,"Newark, NJ",15,414,0.0,239.0,1585.0,31.9,25.5,27.8,21.2,0.4,9.7,78,Patchy rain possible,100,0,26.6,17.6,21.7,15.1,0.0,10.0,48,Partly cloudy,0,0
2023-07-07,Southwest Airlines Co.,19393,2771,SLC,"Salt Lake City, UT",DEN,"Denver, CO",1350,1525,0.0,95.0,391.0,33.5,16.0,25.5,16.9,0.0,10.0,32,Cloudy,0,0,22.0,12.0,17.1,20.9,12.7,9.9,65,Patchy rain possible,100,0
2023-05-18,American Airlines Inc.,19805,309,MIA,"Miami, FL",JFK,"New York, NY",1021,1334,0.0,193.0,1089.0,31.0,25.7,27.7,21.0,1.4,10.0,66,Moderate rain at times,100,0,17.8,7.7,13.2,22.0,0.0,10.0,36,Sunny,0,0
2023-08-20,United Air Lines Inc.,19977,2059,SEA,"Seattle, WA",SFO,"San Francisco, CA",1931,2143,0.0,132.0,679.0,28.2,12.5,20.2,10.8,0.0,10.0,51,Sunny,0,0,25.2,14.2,19.1,15.5,0.0,9.8,76,Overcast,0,0
2023-08-15,American Airlines Inc.,19805,1667,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",59,700,0.0,241.0,1660.0,33.9,17.9,25.4,12.6,0.0,10.0,58,Sunny,0,0,36.3,24.4,30.4,16.9,0.0,10.0,29,Partly cloudy,0,0
2023-05-31,American Airlines Inc.,19805,1919,PHL,"Philadelphia, PA",MCO,"Orlando, FL",1901,2138,0.0,157.0,861.0,28.0,9.5,19.0,12.6,0.0,10.0,58,Partly cloudy,0,0,30.2,21.8,25.9,23.0,0.7,9.8,62,Moderate rain at times,100,0
2023-08-17,American Airlines Inc.,19805,1295,MIA,"Miami, FL",JAX,"Jacksonville, FL",1711,1829,0.0,78.0,335.0,31.4,28.1,29.7,24.5,3.5,9.3,73,Moderate or heavy rain shower,100,0,32.5,24.0,27.5,15.8,17.75,9.6,75,Moderate or heavy rain shower,100,0
