FL_DATE,AIRLINE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,CRS_ARR_TIME,CANCELLED,CRS_ELAPSED_TIME,DISTANCE,ORIGIN_CITY_MAXTEMP_C,ORIGIN_CITY_MINTEMP_C,ORIGIN_CITY_AVGTEMP_C,ORIGIN_CITY_MAXWIND_KPH,ORIGIN_CITY_TOTALPRECIP_MM,ORIGIN_CITY_AVGVIS_KM,ORIGIN_CITY_AVGHUMIDITY,ORIGIN_CITY_TEXT,ORIGIN_CITY_DAILY_CHANCE_OF_RAIN,ORIGIN_CITY_DAILY_CHANCE_OF_SNOW,DEST_CITY_MAXTEMP_C,DEST_CITY_MINTEMP_C,DEST_CITY_AVGTEMP_C,DEST_CITY_MAXWIND_KPH,DEST_CITY_TOTALPRECIP_MM,DEST_CITY_AVGVIS_KM,DEST_CITY_AVGHUMIDITY,DEST_CITY_TEXT,DEST_CITY_DAILY_CHANCE_OF_RAIN,DEST_CITY_DAILY_CHANCE_OF_SNOW
2023-06-11,American Airlines Inc.,19805,2134,DCA,"Washington, DC",BOS,"Boston, MA",1010,1159,0.0,109.0,399.0,32.8,16.4,24.3,21.2,0.0,10.0,53,Overcast,0,0,24.6,12.7,18.1,13.3,0.0,9.5,76,Overcast,0,0
2023-07-23,United Air Lines Inc.,19977,1182,AUS,"Austin, TX",IAH,"Houston, TX",520,617,0.0,57.0,140.0,40.2,27.8,33.6,17.1,0.3,10.0,38,Sunny,100,0,37.7,28.0,31.8,19.5,3.9,9.7,53,Moderate rain at times,100,0
2023-07-03,JetBlue Airways,20409,431,BOS,"Boston, MA",LGA,"New York, NY",1400,1521,0.0,81.0,184.0,25.3,20.3,22.6,14.0,23.7,7.5,89,Heavy rain at times,100,0,31.6,21.6,25.8,14.2,13.9,9.4,75,Moderate or heavy rain shower,100,0
2023-06-22,Southwest Airlines Co.,19393,1359,BNA,"Nashville, TN",MCO,"Orlando, FL",510,800,0.0,110.0,616.0,22.2,17.0,19.2,13.0,4.9,9.0,80,Moderate rain at times,100,0,33.5,21.6,26.6,20.4,19.9,9.6,65,Moderate or heavy rain shower,100,0
2023-08-05,JetBlue Airways,20409,895,EWR,"Newark, NJ",MCO,"Orlando, FL",1052,1350,0.0,178.0,937.0,30.0,18.9,24.6,12.2,0.0,10.0,58,Cloudy,0,0,33.7,25.6,29.1,12.2,24.1,10.0,68,Moderate or heavy rain shower,100,0
2023-05-19,Delta Air Lines Inc.,19790,976,DEN,"Denver, CO",ATL,"Atlanta, GA",59,551,0.0,172.0,1199.0,15.3,10.4,12.4,13.0,9.0,8.5,74,Heavy rain at times,100,0,23.4,14.6,18.0,17.6,0.1,10.0,75,Patchy rain possible,100,0
2023-06-19,United Air Lines Inc.,19977,323,EWR,"Newark, NJ",ORD,"Chicago, IL",1304,1438,0.0,154.0,719.0,27.1,16.6,21.2,17.3,0.5,10.0,60,Patchy rain possible,100,0,24.0,18.3,20.7,14.8,0.0,10.0,67,Partly cloudy,0,0
2023-06-28,American Airlines Inc.,19805,2830,SFO,"San Francisco, CA",CLT,"Charlotte, NC",1320,2124,0.0,304.0,2296.0,19.4,11.6,14.6,19.8,0.0,10.0,83,Overcast,0,0,30.9,18.0,24.8,10.1,0.0,10.0,61,Sunny,0,0
2023-07-02,SkyWest Airlines Inc.,20304,3950,JFK,"New York, NY",IAD,"Washington, DC",1455,1627,0.0,92.0,228.0,28.1,19.9,23.5,18.0,16.8,9.9,83,Moderate or heavy rain shower,100,0,31.8,20.4,25.7,11.2,0.3,7.3,84,Patchy rain possible,100,0
2023-08-17,United Air Lines Inc.,19977,573,SFO,"San Francisco, CA",SEA,"Seattle, WA",1035,1254,0.0,139.0,679.0,22.3,13.8,17.4,20.2,0.0,10.0,84,Overcast,0,0,33.1,17.4,24.6,12.6,0.0,10.0,58,Partly cloudy,0,0
2023-07-19,Endeavor Air Inc.,20363,5025,STL,"St. Louis, MO",LGA,"New York, NY",1534,1906,0.0,152.0,888.0,36.2,24.9,29.8,17.3,1.4,9.8,57,Overcast,100,0,26.6,21.0,23.8,14.8,7.7,9.9,68,Moderate or heavy rain shower,100,0
2023-05-11,Spirit Air Lines,20416,1810,FLL,"Fort Lauderdale, FL",PHL,"Philadelphia, PA",1830,2117,0.0,167.0,992.0,31.2,25.7,27.6,23.4,0.0,10.0,68,Partly cloudy,0,0,27.0,11.1,19.1,14.0,0.0,10.0,52,Partly cloudy,0,0
2023-07-03,Spirit Air Lines,20416,356,MCO,"Orlando, FL",IAH,"Houston, TX",1702,1830,0.0,148.0,854.0,36.4,25.2,29.8,14.4,9.65,9.8,67,Moderate rain at times,100,0,36.1,26.5,30.7,20.9,0.9,10.0,60,Patchy rain possible,100,0
2023-05-25,SkyWest Airlines Inc.,20304,4748,GRB,"Green Bay, WI",ORD,"Chicago, IL",600,712,0.0,72.0,173.0,18.2,5.4,11.1,16.6,0.0,10.0,60,Sunny,0,0,14.3,8.6,11.4,24.8,0.0,10.0,53,Sunny,0,0
2023-06-19,Southwest Airlines Co.,19393,3557,LAX,"Los Angeles, CA",BNA,"Nashville, TN",635,1235,0.0,240.0,1797.0,24.8,16.4,19.6,18.4,0.0,10.0,61,Cloudy,0,0,27.2,18.6,22.4,12.6,26.4,8.7,85,Moderate or heavy rain shower,100,0
2023-06-27,Republic Airline,20452,4543,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1524,1603,0.0,99.0,442.0,24.8,20.9,22.1,5.8,13.65,5.8,96,Patchy rain possible,100,0,31.9,17.8,25.0,19.4,0.0,10.0,58,Sunny,0,0
2023-05-19,United Air Lines Inc.,19977,624,SNA,"Santa Ana, CA",DEN,"Denver, CO",1619,1940,0.0,141.0,846.0,24.3,14.8,18.9,16.6,0.0,10.0,67,Sunny,0,0,15.3,10.4,12.4,13.0,9.0,8.5,74,Heavy rain at times,100,0
2023-06-27,American Airlines Inc.,19805,2389,SFO,"San Francisco, CA",MIA,"Miami, FL",2354,833,0.0,339.0,2585.0,18.8,11.5,14.5,20.2,0.0,9.7,84,Overcast,0,0,31.0,27.2,29.1,19.8,5.1,9.8,73,Moderate or heavy rain shower,100,0
2023-07-04,Delta Air Lines Inc.,19790,1238,SAT,"San Antonio, TX",SLC,"Salt Lake City, UT",810,1005,0.0,175.0,1087.0,36.2,25.1,30.2,24.1,1.4,9.1,59,Patchy rain possible,100,0,30.5,15.9,24.7,17.3,0.2,10.0,38,Patchy rain possible,100,0
2023-08-26,Southwest Airlines Co.,19393,2827,FLL,"Fort Lauderdale, FL",STL,"St. Louis, MO",1550,1740,0.0,170.0,1057.0,32.1,26.2,29.2,26.6,0.0,10.0,67,Partly cloudy,0,0,34.9,27.1,30.2,23.4,0.0,10.0,68,Partly cloudy,0,0
2023-08-13,Spirit Air Lines,20416,273,DFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ",830,1303,0.0,213.0,1372.0,42.5,28.0,35.6,27.0,0.0,10.0,32,Sunny,0,0,31.3,22.0,26.0,18.0,4.35,9.7,65,Patchy rain possible,100,0
2023-05-25,Spirit Air Lines,20416,1777,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",2050,2351,0.0,181.0,1065.0,29.6,23.0,25.7,22.0,20.45,9.7,67,Moderate or heavy rain shower,100,0,20.5,8.6,14.9,25.6,0.0,10.0,41,Sunny,0,0
2023-06-21,Alaska Airlines Inc.,19930,108,ANC,"Anchorage, AK",SEA,"Seattle, WA",250,715,0.0,205.0,1448.0,15.1,10.0,12.4,9.0,8.45,5.1,94,Heavy rain at times,100,0,21.2,7.8,14.8,14.4,0.0,8.3,67,Partly cloudy,0,0
2023-05-18,Delta Air Lines Inc.,19790,862,FLL,"Fort Lauderdale, FL",BOS,"Boston, MA",1034,1353,0.0,199.0,1237.0,31.5,23.6,27.7,22.0,1.8,9.9,62,Patchy rain possible,100,0,18.2,4.7,11.8,22.7,0.0,10.0,34,Sunny,0,0
2023-07-04,Alaska Airlines Inc.,19930,707,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1945,2102,0.0,77.0,236.0,40.3,24.7,33.5,24.9,0.0,10.0,9,Sunny,0,0,27.8,15.8,21.4,17.6,0.0,10.0,50,Partly cloudy,0,0
2023-05-27,American Airlines Inc.,19805,707,AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX",1111,1224,0.0,73.0,190.0,30.2,19.4,25.1,10.8,0.0,10.0,55,Partly cloudy,0,0,29.7,19.0,23.8,15.8,0.0,10.0,57,Partly cloudy,0,0
2023-05-28,American Airlines Inc.,19805,1594,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",1837,1941,0.0,64.0,175.0,27.2,17.1,21.3,21.6,1.9,9.9,72,Moderate rain at times,100,0,30.0,20.7,24.2,14.8,0.2,9.6,59,Patchy rain possible,100,0
2023-07-21,PSA Airlines Inc.,20397,5499,BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX",1225,1404,0.0,99.0,383.0,38.9,26.5,31.4,14.4,0.0,10.0,68,Overcast,0,0,39.9,27.4,33.7,24.5,0.0,10.0,43,Overcast,0,0
2023-08-14,Republic Airline,20452,3450,EWR,"Newark, NJ",PIT,"Pittsburgh, PA",2059,2239,0.0,100.0,319.0,30.0,20.7,24.9,13.3,1.5,9.3,54,Patchy rain possible,100,0,23.3,18.5,20.8,9.4,16.7,9.3,83,Moderate or heavy rain shower,100,0
2023-07-21,American Airlines Inc.,19805,2695,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",1558,1748,0.0,110.0,588.0,25.8,17.1,21.9,14.0,0.3,10.0,74,Patchy rain possible,100,0,28.8,21.2,24.5,14.8,19.53,9.1,86,Moderate or heavy rain shower,100,0
2023-07-30,Southwest Airlines Co.,19393,461,ECP,"Panama City, FL",BWI,"Baltimore, MD",1145,1450,0.0,125.0,798.0,33.2,26.9,29.9,18.7,0.8,9.9,71,Patchy rain possible,100,0,30.0,21.8,25.2,16.7,0.0,9.6,68,Overcast,0,0
2023-06-14,Southwest Airlines Co.,19393,1079,PHX,"Phoenix, AZ",BNA,"Nashville, TN",1805,2325,0.0,200.0,1449.0,38.1,24.0,31.4,17.7,0.0,10.0,16,Sunny,0,0,27.6,14.4,20.6,12.2,2.3,10.0,72,Heavy rain at times,100,0
2023-08-25,Envoy Air,20398,3472,DFW,"Dallas/Fort Worth, TX",TLH,"Tallahassee, FL",1901,2221,0.0,140.0,767.0,44.9,31.4,37.5,29.9,0.1,10.0,26,Partly cloudy,100,0,37.5,22.8,30.5,9.0,0.0,10.0,53,Partly cloudy,0,0
2023-05-31,Endeavor Air Inc.,20363,5463,LGA,"New York, NY",ALB,"Albany, NY",1559,1712,0.0,73.0,136.0,25.4,11.0,18.2,15.5,0.0,10.0,51,Sunny,0,0,31.8,11.0,21.0,13.0,0.0,10.0,53,Sunny,0,0
2023-06-08,Allegiant Air,20368,2542,SBN,"South Bend, IN",PGD,"Punta Gorda, FL",1059,1337,0.0,158.0,1049.0,22.5,9.2,16.2,22.7,0.0,10.0,56,Sunny,0,0,29.8,23.8,26.7,22.3,3.5,10.0,66,Moderate rain at times,100,0
2023-05-18,United Air Lines Inc.,19977,2125,BNA,"Nashville, TN",IAD,"Washington, DC",1335,1615,0.0,100.0,542.0,23.9,14.7,19.3,15.8,2.0,10.0,83,Heavy rain at times,100,0,21.8,8.1,15.1,13.7,0.0,10.0,45,Sunny,0,0
2023-06-13,American Airlines Inc.,19805,1862,PIT,"Pittsburgh, PA",PHL,"Philadelphia, PA",1608,1717,0.0,69.0,268.0,19.9,10.6,14.9,22.0,15.4,8.6,76,Heavy rain at times,100,0,25.8,14.5,20.3,17.6,0.0,10.0,59,Sunny,0,0
2023-07-21,Delta Air Lines Inc.,19790,1700,MCO,"Orlando, FL",JFK,"New York, NY",800,1053,0.0,173.0,944.0,34.5,26.2,29.5,13.7,0.6,9.6,80,Patchy rain possible,100,0,28.8,21.2,23.4,16.2,20.5,9.5,89,Moderate or heavy rain shower,100,0
2023-08-26,American Airlines Inc.,19805,2567,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",1153,1400,0.0,187.0,1121.0,30.5,26.3,29.1,27.4,0.0,10.0,69,Partly cloudy,0,0,44.8,29.8,36.6,24.8,0.0,10.0,32,Sunny,0,0
2023-07-04,Hawaiian Airlines Inc.,19690,168,HNL,"Honolulu, HI",KOA,"Kona, HI",810,856,0.0,46.0,163.0,29.0,23.6,25.2,26.6,0.6,10.0,70,Patchy rain possible,100,0,26.1,22.5,24.5,13.7,0.0,9.9,77,Overcast,0,0
2023-05-23,Southwest Airlines Co.,19393,1109,SNA,"Santa Ana, CA",OAK,"Oakland, CA",1710,1830,0.0,80.0,371.0,22.2,14.3,17.7,16.6,0.0,10.0,68,Cloudy,0,0,19.2,11.2,14.1,20.5,0.0,10.0,76,Overcast,0,0
2023-05-13,Delta Air Lines Inc.,19790,1763,SJU,"San Juan, PR",ATL,"Atlanta, GA",700,1050,0.0,230.0,1547.0,31.7,23.6,27.0,27.4,0.8,10.0,71,Patchy rain possible,100,0,29.1,17.7,23.0,11.2,0.7,8.0,68,Patchy rain possible,100,0
2023-07-24,JetBlue Airways,20409,1754,SJU,"San Juan, PR",FLL,"Fort Lauderdale, FL",1243,1528,0.0,165.0,1046.0,34.6,25.2,28.6,28.1,0.7,9.8,79,Patchy rain possible,100,0,34.9,27.4,30.6,14.3,1.43,9.7,68,Partly cloudy,100,0
2023-08-13,American Airlines Inc.,19805,1476,CMH,"Columbus, OH",CLT,"Charlotte, NC",1813,1940,0.0,87.0,347.0,30.3,18.2,24.7,10.4,1.3,9.9,70,Overcast,100,0,35.3,22.8,28.8,9.7,2.9,10.0,60,Overcast,100,0
2023-08-09,Republic Airline,20452,3568,DTW,"Detroit, MI",EWR,"Newark, NJ",2003,2159,0.0,116.0,488.0,28.3,18.2,23.3,19.4,0.2,9.9,62,Patchy rain possible,100,0,29.6,19.1,24.3,21.2,0.0,10.0,52,Overcast,0,0
2023-06-05,Southwest Airlines Co.,19393,2623,LAX,"Los Angeles, CA",OAK,"Oakland, CA",1130,1245,0.0,75.0,337.0,21.1,14.2,17.0,18.4,0.2,10.0,63,Patchy rain possible,100,0,19.4,11.5,14.9,20.2,0.0,10.0,77,Sunny,0,0
2023-08-21,Endeavor Air Inc.,20363,5247,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",841,1023,0.0,102.0,431.0,27.5,21.2,23.1,6.8,17.0,8.5,93,Moderate or heavy rain shower,100,0,31.9,21.3,26.4,14.1,0.0,10.0,58,Overcast,0,0
2023-06-06,American Airlines Inc.,19805,1825,DFW,"Dallas/Fort Worth, TX",JAC,"Jackson, WY",912,1104,0.0,172.0,1047.0,30.6,19.7,24.8,9.7,3.2,10.0,70,Moderate rain at times,100,0,20.3,5.0,12.7,8.3,2.3,10.0,64,Moderate or heavy rain shower,100,0
2023-08-17,American Airlines Inc.,19805,1720,AUS,"Austin, TX",ORD,"Chicago, IL",1647,1937,0.0,170.0,977.0,43.3,25.7,34.9,20.9,0.0,10.0,30,Sunny,0,0,25.6,18.7,21.6,27.4,17.25,9.9,65,Moderate or heavy rain shower,100,0
2023-07-29,American Airlines Inc.,19805,2872,DFW,"Dallas/Fort Worth, TX",FSD,"Sioux Falls, SD",1030,1242,0.0,132.0,737.0,40.3,26.2,33.8,19.4,0.0,10.0,35,Sunny,0,0,28.9,16.9,22.4,18.4,1.05,8.3,73,Heavy rain at times,100,0
2023-08-29,United Air Lines Inc.,19977,2203,DEN,"Denver, CO",PDX,"Portland, OR",2100,2244,0.0,164.0,991.0,29.2,14.5,21.4,14.8,0.4,10.0,52,Sunny,100,0,23.2,15.1,18.8,9.0,0.0,10.0,65,Overcast,0,0
2023-07-21,United Air Lines Inc.,19977,2363,DEN,"Denver, CO",SEA,"Seattle, WA",1614,1814,0.0,180.0,1024.0,27.5,14.7,20.4,14.4,0.2,9.9,57,Patchy rain possible,100,0,28.5,16.6,21.4,14.8,0.0,10.0,67,Overcast,0,0
2023-06-05,SkyWest Airlines Inc.,20304,3883,MSP,"Minneapolis, MN",MOT,"Minot, ND",1949,2130,0.0,101.0,449.0,30.6,19.2,23.8,13.7,0.4,9.9,73,Patchy rain possible,100,0,29.3,19.3,24.2,14.0,0.0,10.0,67,Overcast,0,0
2023-07-26,Delta Air Lines Inc.,19790,2965,BWI,"Baltimore, MD",DTW,"Detroit, MI",1232,1402,0.0,90.0,409.0,30.8,19.3,25.2,14.8,0.1,10.0,76,Patchy rain possible,100,0,30.1,21.7,24.9,24.8,7.7,9.8,73,Moderate or heavy rain shower,100,0
2023-07-11,United Air Lines Inc.,19977,1762,DEN,"Denver, CO",SAT,"San Antonio, TX",1729,2045,0.0,136.0,794.0,32.9,12.8,24.7,12.2,0.0,10.0,28,Partly cloudy,0,0,41.3,24.5,32.2,28.1,0.1,10.0,56,Overcast,100,0
2023-08-22,Delta Air Lines Inc.,19790,2228,SLC,"Salt Lake City, UT",BOI,"Boise, ID",2300,14,0.0,74.0,290.0,21.9,17.9,20.0,17.3,8.5,9.0,68,Moderate or heavy rain shower,100,0,28.5,17.3,22.1,23.9,0.7,9.4,59,Patchy rain possible,100,0
2023-06-01,SkyWest Airlines Inc.,20304,5907,DEN,"Denver, CO",EGE,"Eagle, CO",1116,1208,0.0,52.0,120.0,22.1,10.5,15.7,13.7,7.2,9.9,58,Moderate or heavy rain shower,100,0,18.6,3.1,10.6,13.0,9.95,9.5,74,Moderate or heavy rain shower,100,0
2023-08-27,Alaska Airlines Inc.,19930,534,SFO,"San Francisco, CA",AUS,"Austin, TX",1730,2305,0.0,215.0,1504.0,23.3,13.3,17.6,19.1,0.0,10.0,74,Fog,0,0,44.8,26.5,35.6,18.4,0.5,9.9,34,Partly cloudy,100,0
2023-06-09,Republic Airline,20452,3433,EWR,"Newark, NJ",SDF,"Louisville, KY",1154,1408,0.0,134.0,642.0,20.6,12.7,16.7,11.9,1.65,9.8,69,Overcast,100,0,25.8,10.5,18.6,10.4,0.0,10.0,52,Partly cloudy,0,0
2023-06-10,Frontier Airlines Inc.,20436,1287,MCO,"Orlando, FL",PHX,"Phoenix, AZ",2000,2133,0.0,273.0,1849.0,32.4,22.9,27.3,11.9,5.1,9.8,65,Patchy rain possible,100,0,36.5,22.3,30.2,21.3,0.0,10.0,13,Overcast,0,0
2023-07-24,Republic Airline,20452,3458,EWR,"Newark, NJ",ORF,"Norfolk, VA",1834,2014,0.0,100.0,284.0,30.1,21.2,25.7,21.2,0.1,10.0,56,Patchy rain possible,100,0,27.6,22.5,25.2,16.9,20.6,9.0,84,Moderate or heavy rain shower,100,0
2023-05-17,SkyWest Airlines Inc.,20304,4231,SGU,"St. George, UT",SLC,"Salt Lake City, UT",1532,1643,0.0,71.0,272.0,13.1,11.2,12.0,20.9,0.0,10.0,81,Partly cloudy,0,0,26.2,12.2,19.1,13.3,0.4,10.0,44,Sunny,100,0
2023-07-23,United Air Lines Inc.,19977,1855,ORD,"Chicago, IL",MSO,"Missoula, MT",904,1141,0.0,217.0,1332.0,27.1,18.6,23.1,11.5,6.0,9.9,62,Heavy rain at times,100,0,35.9,17.6,27.3,8.7,0.0,10.0,29,Partly cloudy,0,0
2023-07-02,Envoy Air,20398,3945,ORD,"Chicago, IL",MEM,"Memphis, TN",2055,2245,0.0,110.0,491.0,21.2,17.3,19.0,16.5,31.9,9.4,90,Moderate or heavy rain shower,100,0,36.6,25.7,30.4,24.8,0.1,9.5,66,Patchy rain possible,100,0
2023-07-27,Republic Airline,20452,3526,MYR,"Myrtle Beach, SC",EWR,"Newark, NJ",1850,2059,1.0,129.0,550.0,32.1,25.4,28.3,18.0,0.9,10.0,78,Patchy rain possible,100,0,33.0,21.5,27.6,24.5,3.5,9.8,65,Moderate or heavy rain shower,100,0
2023-06-24,Envoy Air,20398,3799,SGF,"Springfield, MO",DFW,"Dallas/Fort Worth, TX",1044,1215,0.0,91.0,364.0,33.0,19.5,25.8,21.5,0.2,9.5,72,Patchy rain possible,100,0,39.8,26.4,32.4,25.6,0.0,9.9,52,Sunny,0,0
2023-06-26,Frontier Airlines Inc.,20436,502,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",903,1207,0.0,124.0,641.0,31.2,11.3,22.2,13.7,0.0,10.0,34,Partly cloudy,0,0,41.6,26.4,33.3,16.2,0.0,10.0,53,Sunny,0,0
2023-06-08,Spirit Air Lines,20416,123,SJU,"San Juan, PR",FLL,"Fort Lauderdale, FL",1753,2035,0.0,162.0,1046.0,35.9,25.8,29.5,25.9,0.4,10.0,66,Patchy rain possible,100,0,31.4,25.7,27.8,18.4,7.6,9.8,64,Moderate or heavy rain shower,100,0
2023-07-04,Southwest Airlines Co.,19393,736,FLL,"Fort Lauderdale, FL",IND,"Indianapolis, IN",1820,2100,0.0,160.0,1005.0,33.3,26.9,29.5,16.3,3.7,10.0,70,Moderate or heavy rain shower,100,0,31.3,18.1,24.9,8.3,0.6,10.0,67,Patchy rain possible,100,0
2023-08-22,American Airlines Inc.,19805,2335,ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX",605,858,0.0,113.0,569.0,33.5,18.9,26.4,29.5,0.4,10.0,35,Patchy rain possible,100,0,41.0,28.5,35.0,19.4,0.0,10.0,39,Partly cloudy,0,0
2023-06-22,Southwest Airlines Co.,19393,1522,STL,"St. Louis, MO",MDW,"Chicago, IL",2015,2125,0.0,70.0,251.0,38.5,23.5,29.8,24.8,0.2,10.0,58,Sunny,100,0,24.1,18.0,20.9,15.8,0.0,10.0,70,Partly cloudy,0,0
2023-08-31,Frontier Airlines Inc.,20436,2479,IAH,"Houston, TX",PHX,"Phoenix, AZ",1654,1747,0.0,173.0,1009.0,39.4,26.2,33.1,14.8,0.0,10.0,30,Partly cloudy,0,0,41.8,30.9,35.4,38.9,0.3,10.0,34,Thundery outbreaks possible,100,0
2023-08-28,Southwest Airlines Co.,19393,1109,LAS,"Las Vegas, NV",SAN,"San Diego, CA",2205,2310,0.0,65.0,258.0,41.2,24.8,33.4,16.2,0.0,10.0,18,Sunny,0,0,28.9,17.8,24.0,14.0,0.0,10.0,61,Cloudy,0,0
2023-05-14,Delta Air Lines Inc.,19790,2394,GRR,"Grand Rapids, MI",DTW,"Detroit, MI",529,627,0.0,58.0,120.0,17.0,9.6,13.2,20.5,0.0,10.0,57,Partly cloudy,0,0,17.7,10.0,13.8,21.6,0.0,10.0,43,Partly cloudy,0,0
2023-06-09,American Airlines Inc.,19805,943,BOS,"Boston, MA",CLT,"Charlotte, NC",710,939,0.0,149.0,728.0,16.9,10.0,13.1,11.5,6.9,8.1,87,Moderate or heavy rain shower,100,0,27.8,12.0,19.7,12.2,0.0,10.0,44,Partly cloudy,0,0
2023-06-07,Republic Airline,20452,5662,CLT,"Charlotte, NC",JFK,"New York, NY",1807,2027,0.0,140.0,541.0,30.3,16.2,21.5,17.8,4.0,10.0,56,Patchy rain possible,100,0,24.6,14.3,19.6,23.0,0.0,10.0,40,Overcast,0,0
2023-07-02,JetBlue Airways,20409,188,LAX,"Los Angeles, CA",BOS,"Boston, MA",1455,2332,0.0,337.0,2611.0,30.6,17.0,23.2,18.0,0.0,10.0,54,Partly cloudy,0,0,23.8,17.3,20.6,14.3,11.85,7.5,86,Moderate or heavy rain shower,100,0
2023-07-14,American Airlines Inc.,19805,428,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",730,1030,0.0,240.0,1389.0,30.4,22.9,26.9,17.6,8.7,9.8,69,Moderate or heavy rain shower,100,0,41.5,27.6,34.5,30.2,0.0,10.0,38,Cloudy,0,0
2023-05-11,United Air Lines Inc.,19977,2339,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1938,2052,0.0,74.0,236.0,31.3,14.6,23.1,11.2,0.0,10.0,22,Sunny,0,0,23.8,12.6,17.4,19.4,0.0,10.0,61,Partly cloudy,0,0
2023-07-14,American Airlines Inc.,19805,557,DFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK",1648,1753,0.0,65.0,237.0,41.5,27.6,34.5,30.2,0.0,10.0,38,Cloudy,0,0,35.1,23.4,28.9,21.6,7.3,9.6,65,Overcast,100,0
2023-05-22,Frontier Airlines Inc.,20436,1622,BNA,"Nashville, TN",MCO,"Orlando, FL",943,1239,0.0,116.0,616.0,24.0,13.2,18.5,10.8,0.7,10.0,76,Patchy rain possible,100,0,30.1,22.5,25.5,18.4,22.85,9.8,73,Moderate or heavy rain shower,100,0
2023-08-07,United Air Lines Inc.,19977,1741,STL,"St. Louis, MO",EWR,"Newark, NJ",1733,2100,1.0,147.0,872.0,30.4,25.0,27.2,26.6,0.0,10.0,66,Cloudy,0,0,26.4,20.1,23.1,20.9,32.45,8.5,86,Moderate or heavy rain shower,100,0
2023-07-20,Southwest Airlines Co.,19393,856,MDW,"Chicago, IL",DEN,"Denver, CO",2200,2330,0.0,150.0,895.0,29.6,20.4,24.2,22.3,0.4,9.1,73,Patchy rain possible,100,0,27.5,16.4,20.3,18.0,22.45,9.8,59,Moderate or heavy rain shower,100,0
2023-06-13,American Airlines Inc.,19805,2369,GEG,"Spokane, WA",DFW,"Dallas/Fort Worth, TX",600,1134,0.0,214.0,1477.0,29.9,16.9,23.3,23.0,0.0,10.0,48,Partly cloudy,0,0,33.3,21.8,26.3,18.2,37.65,9.8,68,Moderate or heavy rain shower,100,0
2023-05-23,American Airlines Inc.,19805,2823,BNA,"Nashville, TN",PHL,"Philadelphia, PA",1132,1435,0.0,123.0,675.0,27.4,15.6,20.8,11.2,0.4,10.0,72,Patchy rain possible,100,0,23.1,12.3,17.1,16.2,0.0,10.0,52,Partly cloudy,0,0
2023-06-14,PSA Airlines Inc.,20397,5608,DCA,"Washington, DC",GSP,"Greer, SC",2059,2230,0.0,91.0,396.0,23.8,14.6,18.9,16.8,0.2,9.0,67,Patchy rain possible,100,0,27.2,14.5,20.1,24.8,6.2,9.3,71,Moderate or heavy rain shower,100,0
2023-06-17,Delta Air Lines Inc.,19790,2899,BHM,"Birmingham, AL",ATL,"Atlanta, GA",1300,1509,0.0,69.0,134.0,32.1,19.4,25.2,8.3,0.8,9.8,63,Patchy rain possible,100,0,32.1,19.9,26.0,16.2,0.0,10.0,45,Sunny,0,0
2023-05-17,American Airlines Inc.,19805,2121,DFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",1315,1649,0.0,154.0,985.0,29.4,16.7,22.6,12.6,0.0,10.0,65,Sunny,0,0,33.1,22.2,27.1,19.8,2.45,9.8,57,Heavy rain at times,100,0
2023-06-24,Delta Air Lines Inc.,19790,1121,MSP,"Minneapolis, MN",MIA,"Miami, FL",1600,2039,0.0,219.0,1501.0,27.9,19.9,23.3,19.8,7.8,8.3,78,Moderate or heavy rain shower,100,0,30.7,27.5,28.9,22.7,6.15,9.6,76,Moderate or heavy rain shower,100,0
2023-06-12,American Airlines Inc.,19805,1813,PHL,"Philadelphia, PA",CLE,"Cleveland, OH",1910,2042,1.0,92.0,363.0,29.4,17.6,22.8,24.1,8.8,9.9,73,Moderate or heavy rain shower,100,0,18.3,13.9,15.9,26.6,15.15,9.0,78,Heavy rain at times,100,0
2023-06-11,JetBlue Airways,20409,2520,MSY,"New Orleans, LA",LGA,"New York, NY",752,1200,0.0,188.0,1183.0,32.5,23.5,27.6,16.2,0.3,10.0,70,Patchy rain possible,100,0,28.6,16.9,23.0,19.8,0.3,10.0,53,Patchy rain possible,100,0
